,subject,predicate,object,source
0,https://identifiers.org/hgnc/18233,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
1,https://identifiers.org/hgnc/9395,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
2,https://identifiers.org/hgnc/21030,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
3,https://identifiers.org/hgnc/25259,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
4,https://identifiers.org/hgnc/6473,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
5,https://identifiers.org/hgnc/13872,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
6,https://identifiers.org/hgnc/30279,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
7,https://identifiers.org/hgnc/29114,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
8,https://identifiers.org/hgnc/6923,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
9,https://identifiers.org/hgnc/9666,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
10,https://identifiers.org/hgnc/19341,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
11,https://identifiers.org/hgnc/6079,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
12,https://identifiers.org/hgnc/1585,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
13,https://identifiers.org/hgnc/1057,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
14,https://identifiers.org/hgnc/13176,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
15,https://identifiers.org/hgnc/25361,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
16,https://identifiers.org/hgnc/2988,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
17,https://identifiers.org/hgnc/8619,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
18,https://identifiers.org/hgnc/29146,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
19,https://identifiers.org/hgnc/16395,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000236,https://purl.humanatlas.io/vocab/hp
20,https://identifiers.org/hgnc/14467,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
21,https://identifiers.org/hgnc/946,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
22,https://identifiers.org/hgnc/17438,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
23,https://identifiers.org/hgnc/18266,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
24,https://identifiers.org/hgnc/7728,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
25,https://identifiers.org/hgnc/866,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
26,https://identifiers.org/hgnc/19030,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
27,https://identifiers.org/hgnc/3041,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
28,https://identifiers.org/hgnc/8776,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
29,https://identifiers.org/hgnc/25308,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
30,https://identifiers.org/hgnc/11168,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
31,https://identifiers.org/hgnc/17925,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
32,https://identifiers.org/hgnc/18264,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
33,https://identifiers.org/hgnc/21035,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
34,https://identifiers.org/hgnc/3420,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
35,https://identifiers.org/hgnc/3823,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
36,https://identifiers.org/hgnc/29246,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
37,https://identifiers.org/hgnc/1180,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
38,https://identifiers.org/hgnc/9673,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
39,https://identifiers.org/hgnc/6181,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001432,https://purl.humanatlas.io/vocab/hp
40,https://identifiers.org/hgnc/4028,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
41,,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
42,https://identifiers.org/hgnc/634,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
43,https://identifiers.org/hgnc/18610,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
44,https://identifiers.org/hgnc/636,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
45,https://identifiers.org/hgnc/4172,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
46,https://identifiers.org/hgnc/8602,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
47,https://identifiers.org/hgnc/3522,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
48,https://identifiers.org/hgnc/1077,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
49,https://identifiers.org/hgnc/13447,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
50,https://identifiers.org/hgnc/10602,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
51,https://identifiers.org/hgnc/9841,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
52,https://identifiers.org/hgnc/3320,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
53,https://identifiers.org/hgnc/2095,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
54,https://identifiers.org/hgnc/8973,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
55,https://identifiers.org/hgnc/26197,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
56,https://identifiers.org/hgnc/10253,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
57,https://identifiers.org/hgnc/10860,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
58,https://identifiers.org/hgnc/33235,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
59,https://identifiers.org/hgnc/11092,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1001431,https://purl.humanatlas.io/vocab/hp
60,,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
61,,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
62,https://identifiers.org/hgnc/11068,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
63,https://identifiers.org/hgnc/10588,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
64,https://identifiers.org/hgnc/8973,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
65,https://identifiers.org/hgnc/5209,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
66,https://identifiers.org/hgnc/7174,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
67,https://identifiers.org/hgnc/49222,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
68,https://identifiers.org/hgnc/16018,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
69,https://identifiers.org/hgnc/27152,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
70,https://identifiers.org/hgnc/48667,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
71,https://identifiers.org/hgnc/19221,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
72,https://identifiers.org/hgnc/18141,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
73,https://identifiers.org/hgnc/11972,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
74,https://identifiers.org/hgnc/8783,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
75,https://identifiers.org/hgnc/23571,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
76,https://identifiers.org/hgnc/2095,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
77,https://identifiers.org/hgnc/11092,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
78,https://identifiers.org/hgnc/1180,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
79,https://identifiers.org/hgnc/19414,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000768,https://purl.humanatlas.io/vocab/hp
80,https://identifiers.org/hgnc/29323,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
81,https://identifiers.org/hgnc/5358,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
82,https://identifiers.org/hgnc/3495,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
83,https://identifiers.org/hgnc/14262,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
84,https://identifiers.org/hgnc/7067,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
85,https://identifiers.org/hgnc/16286,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
86,https://identifiers.org/hgnc/17069,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
87,https://identifiers.org/hgnc/3765,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
88,https://identifiers.org/hgnc/1224,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
89,https://identifiers.org/hgnc/14065,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
90,https://identifiers.org/hgnc/2988,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
91,https://identifiers.org/hgnc/23479,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
92,https://identifiers.org/hgnc/25523,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
93,https://identifiers.org/hgnc/15925,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
94,https://identifiers.org/hgnc/17438,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
95,https://identifiers.org/hgnc/6473,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
96,https://identifiers.org/hgnc/2550,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
97,https://identifiers.org/hgnc/2720,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
98,https://identifiers.org/hgnc/1537,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
99,https://identifiers.org/hgnc/25216,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000451,https://purl.humanatlas.io/vocab/hp
100,https://identifiers.org/hgnc/10912,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
101,https://identifiers.org/hgnc/14540,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
102,https://identifiers.org/hgnc/17994,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
103,https://identifiers.org/hgnc/26438,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
104,https://identifiers.org/hgnc/1371,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
105,https://identifiers.org/hgnc/6262,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
106,https://identifiers.org/hgnc/1404,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
107,,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
108,https://identifiers.org/hgnc/6354,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
109,,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
110,https://identifiers.org/hgnc/17995,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
111,,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
112,https://identifiers.org/hgnc/21747,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
113,https://identifiers.org/hgnc/3474,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
114,https://identifiers.org/hgnc/11255,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
115,https://identifiers.org/hgnc/103,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
116,https://identifiers.org/hgnc/35,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
117,https://identifiers.org/hgnc/10588,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
118,https://identifiers.org/hgnc/3498,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
119,https://identifiers.org/hgnc/3432,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000849,https://purl.humanatlas.io/vocab/hp
120,https://identifiers.org/hgnc/9675,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
121,https://identifiers.org/hgnc/7001,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
122,https://identifiers.org/hgnc/9665,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
123,https://identifiers.org/hgnc/13427,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
124,https://identifiers.org/hgnc/6533,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
125,https://identifiers.org/hgnc/19192,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
126,https://identifiers.org/hgnc/2720,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
127,https://identifiers.org/hgnc/9671,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
128,https://identifiers.org/hgnc/19343,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
129,https://identifiers.org/hgnc/11642,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
130,https://identifiers.org/hgnc/12635,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
131,https://identifiers.org/hgnc/16286,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
132,https://identifiers.org/hgnc/8823,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
133,https://identifiers.org/hgnc/393,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
134,https://identifiers.org/hgnc/9403,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
135,https://identifiers.org/hgnc/29179,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
136,https://identifiers.org/hgnc/9874,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
137,https://identifiers.org/hgnc/3446,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
138,https://identifiers.org/hgnc/11724,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
139,https://identifiers.org/hgnc/29216,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_0000115,https://purl.humanatlas.io/vocab/hp
140,https://identifiers.org/hgnc/23405,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
141,https://identifiers.org/hgnc/24886,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
142,https://identifiers.org/hgnc/20653,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
143,https://identifiers.org/hgnc/16286,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
144,https://identifiers.org/hgnc/1928,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
145,https://identifiers.org/hgnc/6181,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
146,https://identifiers.org/hgnc/14881,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
147,https://identifiers.org/hgnc/1224,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
148,https://identifiers.org/hgnc/29114,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
149,https://identifiers.org/hgnc/10962,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
150,https://identifiers.org/hgnc/11609,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
151,https://identifiers.org/hgnc/6993,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
152,https://identifiers.org/hgnc/16935,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
153,https://identifiers.org/hgnc/11623,http://purl.org/ccf/ccf_characterizes,http://purl.obolibrary.org/obo/CL_1000695,https://purl.humanatlas.io/vocab/hp
