asct_label,phenotype_label,gene_label,gene_expr,publication_count,asct,phenotype,gene
kidney,Acute kidney injury,IGFBP7,48.598885,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,48.598885,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,48.598885,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,IGFBP7,24.4,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,23.835205,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,23.835205,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,23.835205,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,SPP1,23.696898,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,B2M,13.531663,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
collecting duct of renal tubule,Acute kidney injury,B2M,13.531663,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,12.435766,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,IGFBP7,9.901171,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
collecting duct of renal tubule,Acute kidney injury,IGFBP7,9.901171,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,8.429864,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,7.2213826,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,7.2213826,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,7.2213826,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,6.7212057,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,6.7212057,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,6.7212057,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,6.1496983,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,CST3,6.1031485,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
renal medulla,Acute kidney injury,CST3,6.1031485,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
collecting duct of renal tubule,Acute kidney injury,CST3,6.1031485,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,B2M,5.423519,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,5.4045143,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
renal medulla,Acute kidney injury,S100A6,5.4045143,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
collecting duct of renal tubule,Acute kidney injury,S100A6,5.4045143,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,B2M,5.211851,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,5.211851,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,5.211851,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,5.0418673,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,B2M,4.883763,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,4.883763,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,4.883763,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,4.817236,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,4.749172,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,4.749172,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,4.749172,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,S100A6,4.6839848,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,4.6839848,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,4.6839848,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
renal medulla,Acute kidney injury,S100A6,4.6839848,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,CCL21,4.6324067,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10620
kidney,Acute kidney injury,S100A6,4.6033707,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,4.6033707,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,4.6033707,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,IGFBP7,4.4626136,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,CST3,4.4369597,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,S100A6,4.430757,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
cortex of kidney,Acute kidney injury,S100A6,4.430757,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,4.430757,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,CST3,4.4211082,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
nephron tubule,Acute kidney injury,CST3,4.4211082,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
nephron,Acute kidney injury,CST3,4.4211082,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,SPP1,4.414568,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
renal medulla,Acute kidney injury,SPP1,4.414568,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
collecting duct of renal tubule,Acute kidney injury,SPP1,4.414568,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,B2M,4.4047937,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,4.3961368,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
cortex of kidney,Acute kidney injury,B2M,4.3961368,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
collecting duct of renal tubule,Acute kidney injury,B2M,4.3961368,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,4.3893127,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,4.3893127,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,4.3893127,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,S100A6,4.362749,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
collecting duct of renal tubule,Acute kidney injury,S100A6,4.362749,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,B2M,4.350255,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,4.266381,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,SPP1,4.204485,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,4.204485,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,4.204485,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,CST3,4.1444426,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,CXCL8,4.1367283,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/6025
kidney,Acute kidney injury,S100A6,4.0478735,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,S100A6,4.026782,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,S100A6,3.9848804,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,IGFBP7,3.9783795,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,3.9783795,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,3.9571102,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,3.9529824,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,3.9529824,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,3.9529824,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,S100A6,3.9155502,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
cortex of kidney,Acute kidney injury,S100A6,3.9155502,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
collecting duct of renal tubule,Acute kidney injury,S100A6,3.9155502,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,B2M,3.9124584,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
collecting duct of renal tubule,Acute kidney injury,B2M,3.9124584,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,3.8863134,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,3.8863134,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,3.8863134,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,B2M,3.8718965,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
renal glomerulus,Acute kidney injury,B2M,3.8718965,773,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,3.8718965,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,CST3,3.8452666,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,IGFBP7,3.8323908,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,3.748658,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,3.7401109,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,B2M,3.7373753,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,3.7259219,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,CST3,3.7200584,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,IGFBP7,3.7169905,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,3.7169905,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,3.7169905,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,S100A6,3.7106059,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,3.7106059,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,3.7106059,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,S100A6,3.6944904,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
collecting duct of renal tubule,Acute kidney injury,S100A6,3.6944904,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,S100A6,3.6799355,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,SPP1,3.6225333,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,3.6225333,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,3.6225333,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,CST3,3.5828295,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,B2M,3.5802124,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,3.560566,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,3.560566,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
proximal tubule,Acute kidney injury,B2M,3.560566,850,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,3.560566,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,SPP1,3.5445578,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,CXCL8,3.52949,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/6025
kidney,Acute kidney injury,NRXN1,3.5238364,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/8008
kidney,Acute kidney injury,B2M,3.497032,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,NRXN1,3.4777045,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/8008
kidney,Acute kidney injury,CST3,3.4657724,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,IGFBP7,3.463848,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
cortex of kidney,Acute kidney injury,IGFBP7,3.463848,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
collecting duct of renal tubule,Acute kidney injury,IGFBP7,3.463848,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,S100A6,3.4611056,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
collecting duct of renal tubule,Acute kidney injury,S100A6,3.4611056,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,IGFBP7,3.444944,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
renal medulla,Acute kidney injury,IGFBP7,3.444944,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
collecting duct of renal tubule,Acute kidney injury,IGFBP7,3.444944,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,3.4428406,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
renal glomerulus,Acute kidney injury,B2M,3.4428406,773,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,3.4428406,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,3.43437,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
renal glomerulus,Acute kidney injury,S100A6,3.43437,773,http://purl.obolibrary.org/obo/UBERON_0000074,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,3.43437,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
