asct_label,phenotype_label,gene_label,gene_expr,publication_count,asct,phenotype,gene
nephron,Acute kidney injury,IGFBP7,2.7866116,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,NBAS,2.77851,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/15625
kidney,Acute kidney injury,SPP1,2.7381952,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,2.7381952,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,2.7381952,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
renal medulla,Acute kidney injury,SPP1,2.7381952,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,B2M,2.7331233,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,2.7306287,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,2.7142859,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,2.7142859,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,2.7142859,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,SPP1,2.7084932,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,2.7084932,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,2.7084932,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,S100A6,2.6877768,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,CST3,2.6456282,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,B2M,2.6330876,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
cortex of kidney,Acute kidney injury,B2M,2.6330876,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,2.6330876,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,FABP1,2.5984435,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/3555
nephron tubule,Acute kidney injury,FABP1,2.5984435,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/3555
proximal tubule,Acute kidney injury,FABP1,2.5984435,850,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/3555
nephron,Acute kidney injury,FABP1,2.5984435,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/3555
kidney,Acute kidney injury,IGFBP7,2.5714285,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,IGFBP7,2.5557735,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,2.5557735,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,2.5557735,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
renal medulla,Acute kidney injury,IGFBP7,2.5557735,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,2.521408,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
collecting duct of renal tubule,Acute kidney injury,B2M,2.521408,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,S100A6,2.5205934,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,B2M,2.5108347,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
cortex of kidney,Acute kidney injury,B2M,2.5108347,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,2.5108347,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,SPP1,2.4729438,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,SPP1,2.4695766,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,B2M,2.4480743,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,TIMP2,2.4286344,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
kidney,Acute kidney injury,CST3,2.417089,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,B2M,2.395828,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
collecting duct of renal tubule,Acute kidney injury,B2M,2.395828,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,2.3918018,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,TIMP2,2.3880455,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
nephron tubule,Acute kidney injury,TIMP2,2.3880455,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
nephron,Acute kidney injury,TIMP2,2.3880455,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
kidney,Acute kidney injury,CST3,2.3772864,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/2475
kidney,Acute kidney injury,SPP1,2.3614907,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,2.3614907,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,2.3614907,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,IGFBP7,2.3511794,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,2.329254,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,2.3281596,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,B2M,2.3116882,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,2.3116307,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,2.3116307,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,2.3116307,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
renal medulla,Acute kidney injury,IGFBP7,2.3116307,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,APOA1,2.3065183,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/600
nephron tubule,Acute kidney injury,APOA1,2.3065183,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/600
proximal tubule,Acute kidney injury,APOA1,2.3065183,850,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/600
nephron,Acute kidney injury,APOA1,2.3065183,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/600
kidney,Acute kidney injury,IL18,2.2930589,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5986
collecting duct of renal tubule,Acute kidney injury,IL18,2.2930589,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5986
kidney,Acute kidney injury,SERPINE2,2.2797828,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/8951
kidney,Acute kidney injury,IGFBP7,2.2621284,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,IGFBP7,2.2529643,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,TIMP2,2.2437954,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
cortex of kidney,Acute kidney injury,TIMP2,2.2437954,286,http://purl.obolibrary.org/obo/UBERON_0001225,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
nephron,Acute kidney injury,TIMP2,2.2437954,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
kidney,Acute kidney injury,B2M,2.2332797,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,2.2,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
juxtaglomerular apparatus,Acute kidney injury,IGFBP7,2.2,38,http://purl.obolibrary.org/obo/UBERON_0002303,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,IGFBP7,2.173183,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,SPP1,2.1486082,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,2.1486082,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,2.1486082,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
renal medulla,Acute kidney injury,SPP1,2.1486082,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,S100A6,2.1484494,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron tubule,Acute kidney injury,S100A6,2.1484494,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
proximal tubule,Acute kidney injury,S100A6,2.1484494,850,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
nephron,Acute kidney injury,S100A6,2.1484494,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10496
kidney,Acute kidney injury,TIMP2,2.1247182,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
kidney,Acute kidney injury,CCL2,2.120722,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/10618
kidney,Acute kidney injury,SPP1,2.04046,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,2.04046,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,2.04046,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,IGFBP7,2.037792,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,2.0355613,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,2.025,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
juxtaglomerular apparatus,Acute kidney injury,IGFBP7,2.025,38,http://purl.obolibrary.org/obo/UBERON_0002303,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,2.0038598,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,2.0038598,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,2.0038598,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,1.9938935,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,1.9938935,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,1.9938935,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,SLC9A3,1.9717554,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11073
nephron tubule,Acute kidney injury,SLC9A3,1.9717554,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11073
nephron,Acute kidney injury,SLC9A3,1.9717554,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11073
renal medulla,Acute kidney injury,SLC9A3,1.9717554,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11073
kidney,Acute kidney injury,B2M,1.9441046,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,1.9441046,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,1.9441046,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,1.9341136,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,SERPINE2,1.933303,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/8951
kidney,Acute kidney injury,IL18,1.9255313,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5986
collecting duct of renal tubule,Acute kidney injury,IL18,1.9255313,27,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5986
kidney,Acute kidney injury,B2M,1.9130435,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,TIMP2,1.8799822,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
kidney,Acute kidney injury,SERPINE2,1.7810051,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/8951
kidney,Acute kidney injury,B2M,1.7601798,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,1.7601798,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,1.7601798,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,1.68306,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,SPP1,1.6792331,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,1.6792331,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,1.6792331,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,B2M,1.6711712,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,TIMP2,1.6534382,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11821
kidney,Acute kidney injury,B2M,1.6221184,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron tubule,Acute kidney injury,B2M,1.6221184,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
nephron,Acute kidney injury,B2M,1.6221184,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,IGFBP7,1.617667,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,B2M,1.6145852,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/914
kidney,Acute kidney injury,SPP1,1.5999582,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,1.5999582,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
kidney,Acute kidney injury,FABP1,1.5971658,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/3555
nephron tubule,Acute kidney injury,FABP1,1.5971658,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/3555
nephron,Acute kidney injury,FABP1,1.5971658,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/3555
kidney,Acute kidney injury,IGFBP7,1.5915126,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron tubule,Acute kidney injury,IGFBP7,1.5915126,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
nephron,Acute kidney injury,IGFBP7,1.5915126,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,ITGAM,1.5901929,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/6149
kidney,Acute kidney injury,IGFBP7,1.5895107,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/5476
kidney,Acute kidney injury,HAVCR1,1.5205175,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/17866
nephron tubule,Acute kidney injury,HAVCR1,1.5205175,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/17866
nephron,Acute kidney injury,HAVCR1,1.5205175,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/17866
renal medulla,Acute kidney injury,HAVCR1,1.5205175,155,http://purl.obolibrary.org/obo/UBERON_0000362,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/17866
kidney,Acute kidney injury,SPP1,1.5150627,10827,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron tubule,Acute kidney injury,SPP1,1.5150627,1762,http://purl.obolibrary.org/obo/UBERON_0001231,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
nephron,Acute kidney injury,SPP1,1.5150627,164,http://purl.obolibrary.org/obo/UBERON_0001285,http://purl.obolibrary.org/obo/HP_0001919,http://identifiers.org/hgnc/11255
